Time,Bitrate,Jitter,Datagrams
1729951379.7,20.8,0.460,0.0
1729951379.8,19.2,0.582,0.0
1729951379.9,20.8,0.587,0.0
1729951380.0,19.2,0.749,0.0
1729951380.1,20.8,0.782,0.0
1729951380.2,19.2,0.753,0.0
1729951380.3,20.8,0.787,0.0
1729951380.4,20.8,0.914,0.0
1729951380.5,19.2,0.917,0.0
1729951380.6,19.2,0.907,0.0
1729951380.7,20.8,0.908,0.0
1729951380.8,19.2,0.868,0.0
1729951380.9,20.8,0.894,0.0
1729951381.0,20.8,0.968,0.0
1729951381.1,19.2,1.073,0.0
1729951381.2,19.2,1.018,0.0
1729951381.3,20.8,0.897,0.0
1729951381.4,19.2,0.823,0.0
1729951381.5,20.8,0.997,0.0
1729951381.6,19.2,1.280,0.0
1729951381.7,20.8,1.073,0.0
1729951381.8,19.2,0.944,0.0
1729951381.9,20.8,0.854,0.0
1729951382.0,19.2,1.048,0.0
1729951382.1,19.2,0.917,0.0
1729951382.2,20.8,0.814,0.0
1729951382.3,20.8,0.667,0.0
1729951382.4,20.8,0.591,0.0
1729951382.5,19.2,0.586,0.0
1729951382.6,20.8,0.872,0.0
1729951382.7,19.2,0.885,0.0
1729951382.8,20.8,0.738,0.0
1729951382.9,19.2,0.587,0.0
1729951383.0,19.2,0.564,0.0
1729951383.1,20.8,0.739,0.0
1729951383.2,19.2,0.799,0.0
1729951383.3,20.8,0.757,0.0
1729951383.4,19.2,0.599,0.0
1729951383.5,20.8,0.576,0.0
1729951383.6,20.8,0.856,0.0
1729951383.7,19.2,0.950,0.0
1729951383.8,19.2,0.893,0.0
1729951383.9,20.8,0.656,0.0
1729951384.0,19.2,0.642,0.0
1729951384.1,20.8,0.804,0.0
1729951384.2,19.2,0.786,0.0
1729951384.3,20.8,0.987,0.0
1729951384.4,19.2,1.034,0.0
1729951384.5,20.8,0.982,0.0
1729951384.6,19.2,0.984,0.0
1729951384.7,20.8,0.911,0.0
1729951384.8,19.2,0.897,0.0
1729951384.9,20.8,0.777,0.0
1729951385.0,19.2,0.738,0.0
1729951385.1,20.8,0.762,0.0
1729951385.2,19.2,0.831,0.0
1729951385.3,20.8,0.804,0.0
1729951385.4,19.2,0.906,0.0
1729951385.5,20.8,0.865,0.0
1729951385.6,19.2,1.016,0.0
1729951385.7,20.8,0.966,0.0
1729951385.8,19.2,0.996,0.0
1729951385.9,20.8,0.798,0.0
1729951386.0,19.2,0.780,0.0
1729951386.1,20.8,0.875,0.0
1729951386.2,19.2,0.830,0.0
1729951386.3,20.8,0.886,0.0
1729951386.4,19.2,0.694,0.0
1729951386.5,20.8,0.588,0.0
1729951386.6,19.2,0.604,0.0
1729951386.7,20.8,0.782,0.0
1729951386.8,19.2,0.853,0.0
1729951386.9,20.8,0.739,0.0
1729951387.0,19.2,0.640,0.0
1729951387.1,20.8,0.590,0.0
1729951387.2,19.2,0.721,0.0
1729951387.3,20.8,0.748,0.0
1729951387.4,19.2,0.757,0.0
1729951387.5,20.8,0.615,0.0
1729951387.6,19.2,0.643,0.0
1729951387.7,20.8,0.935,0.0
1729951387.8,19.2,0.928,0.0
1729951387.9,20.8,0.998,0.0
1729951388.0,19.2,0.816,0.0
1729951388.1,20.8,0.695,0.0
1729951388.2,19.2,0.935,0.0
1729951388.3,20.8,0.851,0.0
1729951388.4,19.2,0.871,0.0
1729951388.5,20.8,0.790,0.0
1729951388.6,19.2,0.787,0.0
1729951388.7,20.8,0.985,0.0
1729951388.8,19.2,0.962,0.0
1729951388.9,20.8,0.809,0.0
1729951389.0,19.2,0.658,0.0
1729951389.1,20.8,0.762,0.0
1729951389.2,19.2,0.906,0.0
1729951389.3,20.8,0.876,0.0
1729951389.4,19.2,0.787,0.0
1729951389.5,20.8,0.798,0.0
1729951389.6,19.2,0.755,0.0
1729951389.7,20.8,0.856,0.0
1729951389.8,19.2,0.968,0.0
1729951389.9,20.8,0.867,0.0
1729951390.0,19.2,0.966,0.0
1729951390.1,20.8,0.793,0.0
1729951390.2,19.2,0.921,0.0
1729951390.3,20.8,0.872,0.0
1729951390.4,19.2,0.861,0.0
1729951390.5,20.8,0.871,0.0
1729951390.6,19.2,0.699,0.0
1729951390.7,19.2,0.598,0.0
1729951390.8,20.8,0.638,0.0
1729951390.9,20.8,0.663,0.0
1729951391.0,19.2,0.689,0.0
1729951391.1,20.8,0.517,0.0
1729951391.2,19.2,0.786,0.0
1729951391.3,20.8,0.727,0.0
1729951391.4,19.2,0.883,0.0
1729951391.5,20.8,0.810,0.0
1729951391.6,19.2,0.768,0.0
1729951391.7,20.8,0.658,0.0
1729951391.8,19.2,0.731,0.0
1729951391.9,20.8,0.734,0.0
1729951392.0,19.2,0.720,0.0
1729951392.1,20.8,0.699,0.0
1729951392.2,19.2,0.640,0.0
1729951392.3,20.8,0.786,0.0
1729951392.4,19.2,0.816,0.0
1729951392.5,20.8,0.877,0.0
1729951392.6,19.2,0.740,0.0
1729951392.7,20.8,0.785,0.0
1729951392.8,19.2,0.937,0.0
1729951392.9,20.8,0.997,0.0
1729951393.0,19.2,0.959,0.0
1729951393.1,20.8,0.821,0.0
1729951393.2,19.2,0.696,0.0
1729951393.3,20.8,0.919,0.0
1729951393.4,19.2,1.035,0.0
1729951393.5,20.8,1.046,0.0
1729951393.6,19.2,0.886,0.0
1729951393.7,20.8,0.886,0.0
1729951393.8,19.2,1.183,0.0
1729951393.9,20.8,1.233,0.0
1729951394.0,19.2,1.086,0.0
1729951394.1,20.8,0.884,0.0
1729951394.2,19.2,0.894,0.0
1729951394.3,20.8,1.113,0.0
1729951394.4,19.2,1.078,0.0
1729951394.5,20.8,0.887,0.0
1729951394.6,19.2,0.684,0.0
1729951394.7,20.8,0.615,0.0
1729951394.8,19.2,0.808,0.0
1729951394.9,19.2,0.718,0.0
1729951395.0,20.8,0.695,0.0
1729951395.1,20.8,0.577,0.0
1729951395.2,19.2,0.564,0.0
1729951395.3,20.8,0.536,0.0
1729951395.4,19.2,0.773,0.0
1729951395.5,20.8,0.682,0.0
1729951395.6,20.8,0.844,0.0
1729951395.7,19.2,0.743,0.0
1729951395.8,19.2,0.881,0.0
1729951395.9,20.8,0.903,0.0
1729951396.0,20.8,0.915,0.0
1729951396.1,19.2,0.823,0.0
1729951396.2,19.2,0.746,0.0
1729951396.3,20.8,0.829,0.0
1729951396.4,19.2,0.932,0.0
1729951396.5,20.8,0.973,0.0
1729951396.6,19.2,0.850,0.0
1729951396.7,20.8,0.798,0.0
1729951396.8,19.2,0.795,0.0
1729951396.9,20.8,1.004,0.0
1729951397.0,19.2,0.877,0.0
1729951397.1,20.8,0.766,0.0
1729951397.2,19.2,0.735,0.0
1729951397.3,20.8,0.775,0.0
1729951397.4,19.2,1.124,0.0
1729951397.5,20.8,1.005,0.0
1729951397.6,20.8,0.849,0.0
1729951397.7,19.2,0.811,0.0
1729951397.8,19.2,0.815,0.0
1729951397.9,20.8,1.248,0.0
1729951398.0,19.2,1.096,0.0
1729951398.1,20.8,1.005,0.0
1729951398.2,20.8,0.841,0.0
1729951398.3,19.2,0.880,0.0
1729951398.4,19.2,0.994,0.0
1729951398.5,20.8,0.892,0.0
