,mean,std
S1F4Bitrate,19.999839518555667,0.8010749888344901
S1F4Jitter,1.0299191574724174,0.1716339684955074
S1F4Datagrams,0.0,1.0
S1F4Delay,4.404120561685055,2.711006572995528
S1F2Bitrate,19.999518555667002,0.8178768467906827
S1F2Jitter,1.653407823470411,0.28548128040795784
S1F2Datagrams,0.0,1.0
S1F2Delay,6.93242928786359,4.698947394354349
S1F1Bitrate,19.996088264794384,0.8013721583892365
S1F1Jitter,0.9229821464393181,0.16766114355862177
S1F1Datagrams,0.0,1.0
S1F1Delay,5.275874022066199,2.781456098135424
S1C1Bitrate,7.999360080240722,0.6104703053485324
S1C1Jitter,2.77838074222668,0.6389942635711853
S1C1Datagrams,0.0,1.0
S1C1Delay,6.0164122367101305,4.504258025630312
