Time,F4S1Bitrate,F4S1Jitter,F4S1Datagrams,F4S1Delay,F4C1Bitrate,F4C1Jitter,F4C1Datagrams,F4C1Delay,F4F2Bitrate,F4F2Jitter,F4F2Datagrams,F4F2Delay,F4F1Bitrate,F4F1Jitter,F4F1Datagrams,F4F1Delay
1729950879.56,0.0,1.971882159024853,0.0,-1.1421292523530888,0.018379738626218976,-0.45098180138198973,0.0,-1.1722140792935039,-0.975192918714599,-1.0196763423373723,0.0,-0.3259486642451093,1.0007839084119055,-1.4753631052916953,0.0,-0.2047826393123382
1729950879.66,0.0,1.007945476993524,0.0,-0.8955235616915301,0.0006164588565971974,0.35737071241997137,0.0,-1.454291037837267,0.986209824796503,0.016006959020716697,0.0,-0.20880327347233033,-0.999179123631926,-1.939662307324415,0.0,0.15349820715618614
1729950879.76,0.0,0.5734951414301076,0.0,-1.4213739314845597,-0.01714682091302458,-0.5572592235153151,0.0,-1.5080199823217935,-0.975192918714599,0.5084997177084789,0.0,-0.7282215155780484,1.0007839084119055,-1.730727666409691,0.0,0.5117790536247104
1729950879.86,-2.7273412581302345,0.13225651937351351,0.0,-0.837498693300575,-2.841508304282947,-1.2496727313536489,0.0,-1.4779741909982098,-0.975192918714599,-0.16143528491825712,0.0,-0.3502618585564409,-0.999179123631926,-1.2199985441736991,0.0,0.9055332512287325
1729950879.96,2.7273412581302345,1.4423958125569398,0.0,-1.2581789891349988,2.842741221996141,-1.4590070476768662,0.0,-1.4719650327334932,-0.975192918714599,0.33830001433844353,0.0,0.3923957131351387,1.0007839084119055,-1.0168676432843842,0.0,0.7955658627086901
1729950880.06,0.0,1.198017498802518,0.0,-1.1312495895297847,-2.8237450245133253,-1.9388657112485486,0.0,-1.3539027468267049,0.986209824796503,-1.1464208022937814,0.0,-0.04303149407688843,-0.999179123631926,-1.7423351464605088,0.0,1.0172743073055497
1729950880.16,-2.7273412581302345,0.3969996926074697,0.0,-0.9354156587103116,-0.034910100682646356,-2.0225994377778354,0.0,-1.2358404609199167,-0.975192918714599,-1.5954583175679182,0.0,-0.2905840179740817,1.0007839084119055,-1.2606247243515623,0.0,1.2389827519024088
1729950880.26,0.0,-0.24788752424447594,0.0,-1.348842845995866,0.018379738626218976,-1.9259835994748122,0.0,-0.12944838041618303,0.986209824796503,-0.7335959898643339,0.0,-0.2751119852305072,-0.999179123631926,-1.8526062069432798,0.0,1.2425300870159586
1729950880.36,0.0,-1.0013873249872758,0.0,-1.3796685573285608,-0.01714682091302458,-1.7327519228687653,0.0,-1.1227268935840715,-0.975192918714599,-2.301606023039343,0.0,-0.1911209503368165,1.0007839084119055,-1.2374097642499262,0.0,1.2460774221295081
1729950880.46,0.0,-1.9042294285799999,0.0,-1.4104942686612556,0.0006164588565971974,-1.3978170167516182,0.0,-1.2959320435670842,0.986209824796503,-1.6570199124038882,0.0,-0.10712991544312597,-0.999179123631926,-1.3708957848343333,0.0,0.5330630643060091
1729950880.56,2.7273412581302345,-1.6462745418392217,0.0,-1.0732247211388297,2.842741221996141,-1.0467794709173002,0.0,-1.2888624456085938,0.986209824796503,-1.5556243444387614,0.0,0.1669460931573378,1.0007839084119055,-1.7481388864859178,0.0,0.20670823385943246
1729950880.66,0.0,-2.0535717314299244,0.0,-1.0260795155711788,0.0006164588565971974,-1.3205243461091993,0.0,-1.4320218042680228,-0.975192918714599,-2.1603764819450575,0.0,0.2752503223623599,-0.999179123631926,-2.044129627781777,0.0,-0.11964659658714452
1729950880.76,0.0,-1.6734276878119352,0.0,-1.2074072292929132,0.0006164588565971974,-0.9115172972930675,0.0,-1.497415585384058,0.986209824796503,-2.8484178359941374,0.0,0.6664717217356027,1.0007839084119055,-2.7173634707292207,0.0,-0.6659362040738054
