Time,Bitrate,Jitter,Datagrams
1729950878.38,9.59,0.276,0.0
1729950878.48,7.99,0.487,0.0
1729950878.58,8.00,0.612,0.0
1729950878.68,8.01,0.874,0.0
1729950878.78,8.00,1.159,0.0
1729950878.88,8.00,1.469,0.0
1729950878.98,7.99,1.408,0.0
1729950879.08,8.00,1.202,0.0
1729950879.18,8.00,1.093,0.0
1729950879.28,8.01,1.039,0.0
1729950879.38,7.99,1.045,0.0
1729950879.48,8.00,1.055,0.0
1729950879.58,8.01,1.280,0.0
1729950879.68,8.00,1.531,0.0
1729950879.78,7.99,1.247,0.0
1729950879.88,6.40,1.032,0.0
1729950879.98,9.60,0.967,0.0
1729950880.08,6.41,0.818,0.0
1729950880.18,7.98,0.792,0.0
1729950880.28,8.01,0.822,0.0
1729950880.38,7.99,0.882,0.0
1729950880.48,8.00,0.986,0.0
1729950880.58,9.60,1.095,0.0
1729950880.68,8.00,1.010,0.0
1729950880.78,8.00,1.137,0.0
1729950880.88,8.01,1.119,0.0
1729950880.98,8.00,1.036,0.0
1729950881.08,7.99,1.104,0.0
1729950881.18,8.00,1.135,0.0
1729950881.28,8.00,1.330,0.0
1729950881.38,8.00,1.466,0.0
1729950881.48,8.00,1.593,0.0
1729950881.58,8.00,1.235,0.0
1729950881.68,8.00,1.063,0.0
1729950881.78,8.00,1.000,0.0
1729950881.88,8.00,0.945,0.0
1729950881.98,8.00,0.936,0.0
1729950882.08,8.00,0.931,0.0
1729950882.18,8.00,1.144,0.0
1729950882.28,8.00,1.415,0.0
1729950882.38,8.00,1.225,0.0
1729950882.48,8.00,1.141,0.0
1729950882.58,8.00,1.074,0.0
1729950882.68,8.00,1.152,0.0
1729950882.78,8.01,1.195,0.0
1729950882.88,7.99,1.180,0.0
1729950882.98,8.00,1.226,0.0
1729950883.08,8.00,1.476,0.0
1729950883.18,8.00,1.126,0.0
1729950883.28,8.00,0.960,0.0
1729950883.38,8.00,1.278,0.0
1729950883.48,8.00,1.046,0.0
1729950883.58,8.00,0.964,0.0
1729950883.68,8.01,0.972,0.0
1729950883.78,7.99,1.184,0.0
1729950883.88,8.00,1.414,0.0
1729950883.98,8.00,1.700,0.0
