,mean,std
F4C1Bitrate,7.993809428284854,0.75168360132497
F4C1Jitter,1.4741163490471414,0.3124230082945974
F4C1Datagrams,0.0,1.0
F4C1Delay,4.1855560682046145,2.623974483333124
F4S1Bitrate,39.99945837512537,0.8490892563318791
F4S1Jitter,0.614245336008024,0.14436499974115344
F4S1Datagrams,0.0,1.0
F4S1Delay,4.256993580742227,2.7377356497336236
F4F1Bitrate,19.999458375125375,0.8012037755730727
F4F1Jitter,0.8723805416248747,0.1627166110421263
F4F1Datagrams,0.0,1.0
F4F1Delay,4.719762086258776,2.923247567379031
F4F2Bitrate,19.999959879638915,0.8093882420534101
F4F2Jitter,1.5849432296890673,0.2564983109835475
F4F2Datagrams,0.0,1.0
F4F2Delay,7.832746238716149,5.301883527163268
